Acc	Name	Desc	Status
PF00048.19	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like	not_in_edm
PF00049.17	Insulin	Insulin/IGF/Relaxin family	not_in_edm
PF00050.20	Kazal_1	Kazal-type serine protease inhibitor domain	not_in_edm
PF00051.17	Kringle	Kringle domain	not_in_bgc
PF00052.17	Laminin_B	Laminin B (Domain IV)	not_in_edm
PF00053.23	Laminin_EGF	Laminin EGF domain	not_in_edm
PF00054.22	Laminin_G_1	Laminin G domain	not_in_edm
PF00055.16	Laminin_N	Laminin N-terminal (Domain VI)	not_in_edm
PF00056.22	Ldh_1_N	lactate/malate dehydrogenase, NAD binding domain	included
PF00057.17	Ldl_recept_a	Low-density lipoprotein receptor domain class A	not_in_edm
PF00058.16	Ldl_recept_b	Low-density lipoprotein receptor repeat class B	not_in_edm
PF00059.20	Lectin_C	Lectin C-type domain	auto_discard
PF00060.25	Lig_chan	Ligand-gated ion channel	not_in_edm
PF00061.22	Lipocalin	Lipocalin / cytosolic fatty-acid binding protein family	included
PF00062.19	Lys	C-type lysozyme/alpha-lactalbumin family	not_in_bgc
PF00063.20	Myosin_head	Myosin head (motor domain)	not_in_edm
PF00064.17	Neur	Neuraminidase	not_in_bgc
PF00066.16	Notch	LNR domain	not_in_bgc
PF00067.21	p450	Cytochrome P450	included
PF00068.18	Phospholip_A2_1	Phospholipase A2	included
PF00069.24	Pkinase	Protein kinase domain	auto_discard
PF00070.26	Pyr_redox	Pyridine nucleotide-disulphide oxidoreductase	included
PF00071.21	Ras	Ras family	not_in_edm
PF00072.23	Response_reg	Response regulator receiver domain	auto_discard
PF00073.19	Rhv	picornavirus capsid protein	not_in_bgc
PF00074.19	RnaseA	Pancreatic ribonuclease	not_in_bgc
PF00075.23	RNase_H	RNase H	auto_discard
PF00076.21	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	auto_discard
PF00077.19	RVP	Retroviral aspartyl protease	included
PF00078.26	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)	auto_discard
PF00079.19	Serpin	Serpin (serine protease inhibitor)	not_in_edm
PF00080.19	Sod_Cu	Copper/zinc superoxide dismutase (SODC)	included
PF00081.21	Sod_Fe_N	Iron/manganese superoxide dismutases, alpha-hairpin domain	included
PF00082.21	Peptidase_S8	Subtilase family	included
PF00083.23	Sugar_tr	Sugar (and other) transporter	included
PF00084.19	Sushi	Sushi repeat (SCR repeat)	not_in_bgc
PF00085.19	Thioredoxin	Thioredoxin	included
PF00086.17	Thyroglobulin_1	Thyroglobulin type-1 repeat	not_in_edm
PF00087.20	Toxin_TOLIP	Snake toxin and toxin-like protein	not_in_edm
PF00088.17	Trefoil	Trefoil (P-type) domain	not_in_bgc
PF00089.25	Trypsin	Trypsin	included
PF00090.18	TSP_1	Thrombospondin type 1 domain	not_in_bgc
PF00091.24	Tubulin	Tubulin/FtsZ family, GTPase domain	not_in_edm
PF00092.27	VWA	von Willebrand factor type A domain	auto_discard
PF00093.17	VWC	von Willebrand factor type C domain	not_in_bgc
PF00094.24	VWD	von Willebrand factor type D domain	auto_discard
PF00095.20	WAP	WAP-type (Whey Acidic Protein) 'four-disulfide core'	not_in_edm
PF00096.25	zf-C2H2	Zinc finger, C2H2 type	manual_discard
PF00097.24	zf-C3HC4	Zinc finger, C3HC4 type (RING finger)	not_in_edm
PF00098.22	zf-CCHC	Zinc knuckle	manual_discard
PF00100.22	Zona_pellucida	Zona pellucida-like domain	not_in_edm
PF00101.19	RuBisCO_small	Ribulose bisphosphate carboxylase, small chain	included
PF00102.26	Y_phosphatase	Protein-tyrosine phosphatase	included
PF00103.19	Hormone_1	Somatotropin hormone family	not_in_edm
PF00104.29	Hormone_recep	Ligand-binding domain of nuclear hormone receptor	not_in_edm
PF00105.17	zf-C4	Zinc finger, C4 type (two domains)	not_in_edm
PF00106.24	adh_short	short chain dehydrogenase	included
PF00107.25	ADH_zinc_N	Zinc-binding dehydrogenase	included
PF00108.22	Thiolase_N	Thiolase, N-terminal domain	included
PF00109.25	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain	included
PF00110.18	wnt	wnt family	not_in_edm
PF00111.26	Fer2	2Fe-2S iron-sulfur cluster binding domain	included
PF00112.22	Peptidase_C1	Papain family cysteine protease	included
PF00113.21	Enolase_C	Enolase, C-terminal TIM barrel domain	included
PF00114.18	Pilin	Pilin (bacterial filament)	not_in_edm
PF00115.19	COX1	Cytochrome C and Quinol oxidase polypeptide I	included
PF00116.19	COX2	Cytochrome C oxidase subunit II, periplasmic domain	included
PF00117.27	GATase	Glutamine amidotransferase class-I	included
PF00118.23	Cpn60_TCP1	TCP-1/cpn60 chaperonin family	included
PF00119.19	ATP-synt_A	ATP synthase A chain	not_in_edm
PF00120.23	Gln-synt_C	Glutamine synthetase, catalytic domain	included
PF00121.17	TIM	Triosephosphate isomerase	included
PF00122.19	E1-E2_ATPase	E1-E2 ATPase	auto_discard
PF00123.19	Hormone_2	Peptide hormone	not_in_edm
PF00124.18	Photo_RC	Photosynthetic reaction centre protein	included
PF00125.23	Histone	Core histone H2A/H2B/H3/H4	not_in_edm
PF00126.26	HTH_1	Bacterial regulatory helix-turn-helix protein, lysR family	not_in_edm
PF00127.19	Copper-bind	Copper binding proteins, plastocyanin/azurin family	not_in_edm
PF00128.23	Alpha-amylase	Alpha amylase, catalytic domain	included
PF00129.17	MHC_I	Class I Histocompatibility antigen, domains alpha 1 and 2	not_in_edm
PF00130.21	C1_1	Phorbol esters/diacylglycerol binding domain (C1 domain)	included
PF00131.19	Metallothio	Metallothionein	not_in_edm
PF00132.23	Hexapep	Bacterial transferase hexapeptide (six repeats)	not_in_edm
PF00133.21	tRNA-synt_1	tRNA synthetases class I (I, L, M and V)	auto_discard
PF00134.22	Cyclin_N	Cyclin, N-terminal domain	not_in_edm
PF00135.27	COesterase	Carboxylesterase family	included
PF00136.20	DNA_pol_B	DNA polymerase family B	auto_discard
PF00137.20	ATP-synt_C	ATP synthase subunit C	not_in_edm
PF00139.18	Lectin_legB	Legume lectin domain	included
PF00140.19	Sigma70_r1_2	Sigma-70 factor, region 1.2	not_in_edm
PF00141.22	peroxidase	Peroxidase	included
PF00142.17	Fer4_NifH	4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family	not_in_edm
PF00143.18	Interferon	Interferon alpha/beta domain	not_in_edm
PF00144.23	Beta-lactamase	Beta-lactamase	included
PF00145.16	DNA_methylase	C-5 cytosine-specific DNA methylase	auto_discard
PF00146.20	NADHdh	NADH dehydrogenase	included
PF00147.17	Fibrinogen_C	Fibrinogen beta and gamma chains, C-terminal globular domain	not_in_edm
PF00148.18	Oxidored_nitro	Nitrogenase component 1 type Oxidoreductase	included
PF00149.27	Metallophos	Calcineurin-like phosphoesterase	included
PF00150.17	Cellulase	Cellulase (glycosyl hydrolase family 5)	included
PF00151.18	Lipase	Lipase	not_in_bgc
PF00152.19	tRNA-synt_2	tRNA synthetases class II (D, K and N)	included
PF00153.26	Mito_carr	Mitochondrial carrier protein	not_in_edm
PF00154.20	RecA	recA bacterial DNA recombination protein	not_in_edm
PF00155.20	Aminotran_1_2	Aminotransferase class I and II	included
PF00156.26	Pribosyltran	Phosphoribosyl transferase domain	included
PF00157.16	Pou	Pou domain - N-terminal to homeobox domain	not_in_edm
PF00158.25	Sigma54_activat	Sigma-54 interaction domain	manual_discard
PF00159.17	Hormone_3	Pancreatic hormone peptide	not_in_edm
PF00160.20	Pro_isomerase	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	included
PF00161.18	RIP	Ribosome inactivating protein	manual_discard
PF00162.18	PGK	Phosphoglycerate kinase	included
PF00163.18	Ribosomal_S4	Ribosomal protein S4/S9 N-terminal domain	not_in_edm
PF00164.24	Ribosom_S12_S23	Ribosomal protein S12/S23	not_in_edm
PF00165.22	HTH_AraC	Bacterial regulatory helix-turn-helix proteins, AraC family	auto_discard
PF00166.20	Cpn10	Chaperonin 10 Kd subunit	included
PF00167.17	FGF	Fibroblast growth factor	not_in_edm
PF00168.29	C2	C2 domain	manual_discard
PF00169.28	PH	PH domain	included
PF00170.20	bZIP_1	bZIP transcription factor	manual_discard
PF00171.21	Aldedh	Aldehyde dehydrogenase family	included
PF00172.17	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	not_in_edm
PF00173.27	Cyt-b5	Cytochrome b5-like Heme/Steroid binding domain	included
PF00174.18	Oxidored_molyb	Oxidoreductase molybdopterin binding domain	included
PF00175.20	NAD_binding_1	Oxidoreductase NAD-binding domain	included
PF00176.22	SNF2_N	SNF2 family N-terminal domain	manual_discard
PF00177.20	Ribosomal_S7	Ribosomal protein S7p/S5e	not_in_edm
PF00178.21	Ets	Ets-domain	not_in_edm
PF00179.25	UQ_con	Ubiquitin-conjugating enzyme	included
PF00180.19	Iso_dh	Isocitrate/isopropylmalate dehydrogenase	included
PF00181.22	Ribosomal_L2	Ribosomal Proteins L2, RNA binding domain	not_in_edm
PF00182.18	Glyco_hydro_19	Chitinase class I	included
PF00183.17	HSP90	Hsp90 protein	auto_discard
PF00184.16	Hormone_5	Neurohypophysial hormones, C-terminal Domain	not_in_edm
PF00185.23	OTCace	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	included
PF00186.18	DHFR_1	Dihydrofolate reductase	included
PF00187.18	Chitin_bind_1	Chitin recognition protein	included
PF00188.25	CAP	Cysteine-rich secretory protein family	not_in_edm
PF00189.19	Ribosomal_S3_C	Ribosomal protein S3, C-terminal domain	manual_discard
PF00190.21	Cupin_1	Cupin	manual_discard
PF00191.19	Annexin	Annexin	not_in_edm
PF00193.16	Xlink	Extracellular link domain	not_in_edm
PF00194.20	Carb_anhydrase	Eukaryotic-type carbonic anhydrase	included
PF00195.18	Chal_sti_synt_N	Chalcone and stilbene synthases, N-terminal domain	included
PF00196.18	GerE	Bacterial regulatory proteins, luxR family	not_in_edm
PF00197.17	Kunitz_legume	Trypsin and protease inhibitor	not_in_edm
PF00198.22	2-oxoacid_dh	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	included
PF00199.18	Catalase	Catalase	included
PF00200.22	Disintegrin	Disintegrin	included
PF00201.17	UDPGT	UDP-glucoronosyl and UDP-glucosyl transferase	included
PF00202.20	Aminotran_3	Aminotransferase class-III	included
PF00203.20	Ribosomal_S19	Ribosomal protein S19	not_in_edm
PF00204.24	DNA_gyraseB	DNA gyrase B	auto_discard
PF00205.21	TPP_enzyme_M	Thiamine pyrophosphate enzyme, central domain	included
PF00206.19	Lyase_1	Lyase	included
PF00207.21	A2M	Alpha-2-macroglobulin family	not_in_edm
PF00208.20	ELFV_dehydrog	Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	included
PF00209.17	SNF	Sodium:neurotransmitter symporter family	not_in_edm
PF00210.23	Ferritin	Ferritin-like domain	included
PF00211.19	Guanylate_cyc	Adenylate and Guanylate cyclase catalytic domain	included
PF00212.17	ANP	Atrial natriuretic peptide	not_in_edm
PF00213.17	OSCP	ATP synthase delta (OSCP) subunit	not_in_edm
PF00214.18	Calc_CGRP_IAPP	Calcitonin / CGRP / IAPP family	not_in_edm
PF00215.23	OMPdecase	Orotidine 5'-phosphate decarboxylase / HUMPS family	included
PF00216.20	Bac_DNA_binding	Bacterial DNA-binding protein	not_in_edm
PF00217.18	ATP-gua_Ptrans	ATP:guanido phosphotransferase, C-terminal catalytic domain	included
PF00218.20	IGPS	Indole-3-glycerol phosphate synthase	included
PF00219.17	IGFBP	Insulin-like growth factor binding protein	not_in_edm
PF00220.16	Hormone_4	Neurohypophysial hormones, N-terminal Domain	not_in_edm
PF00221.18	Lyase_aromatic	Aromatic amino acid lyase	included
PF00223.18	PsaA_PsaB	Photosystem I psaA/psaB protein	manual_discard
PF00224.20	PK	Pyruvate kinase, barrel domain	included
PF00225.22	Kinesin	Kinesin motor domain	not_in_edm
PF00226.30	DnaJ	DnaJ domain	not_in_edm
PF00227.25	Proteasome	Proteasome subunit	included
PF00228.19	Bowman-Birk_leg	Bowman-Birk serine protease inhibitor family	not_in_edm
PF00229.17	TNF	TNF(Tumour Necrosis Factor) family	not_in_edm
PF00230.19	MIP	Major intrinsic protein	not_in_edm
PF00231.18	ATP-synt	ATP synthase	not_in_edm
PF00232.17	Glyco_hydro_1	Glycosyl hydrolase family 1	included
PF00233.18	PDEase_I	3'5'-cyclic nucleotide phosphodiesterase	included
PF00234.21	Tryp_alpha_amyl	Protease inhibitor/seed storage/LTP family	not_in_edm
PF00235.18	Profilin	Profilin	not_in_edm
PF00236.17	Hormone_6	Glycoprotein hormone	not_in_edm
PF00237.18	Ribosomal_L22	Ribosomal protein L22p/L17e	not_in_edm
PF00238.18	Ribosomal_L14	Ribosomal protein L14p/L23e	not_in_edm
PF00239.20	Resolvase	Resolvase, N terminal domain	not_in_edm
PF00240.22	ubiquitin	Ubiquitin family	manual_discard
PF00241.19	Cofilin_ADF	Cofilin/tropomyosin-type actin-binding protein	not_in_edm
PF00242.16	DNA_pol_viral_N	DNA polymerase (viral) N-terminal domain	auto_discard
PF00243.17	NGF	Nerve growth factor family	not_in_edm
PF00244.19	14-3-3	14-3-3 protein	not_in_edm
PF00245.19	Alk_phosphatase	Alkaline phosphatase	included
PF00246.23	Peptidase_M14	Zinc carboxypeptidase	included
PF00248.20	Aldo_ket_red	Aldo/keto reductase family	included
PF00249.30	Myb_DNA-binding	Myb-like DNA-binding domain	not_in_edm
PF00250.17	Forkhead	Forkhead domain	not_in_edm
PF00251.19	Glyco_hydro_32N	Glycosyl hydrolases family 32 N-terminal domain	included
PF00252.17	Ribosomal_L16	Ribosomal protein L16p/L10e	not_in_edm
PF00253.20	Ribosomal_S14	Ribosomal protein S14p/S29e	not_in_edm
PF00254.27	FKBP_C	FKBP-type peptidyl-prolyl cis-trans isomerase	included
PF00255.18	GSHPx	Glutathione peroxidase	included
PF00257.18	Dehydrin	Dehydrin	not_in_edm
PF00258.24	Flavodoxin_1	Flavodoxin	included
PF00260.19	Protamine_P1	Protamine P1	not_in_edm
PF00261.19	Tropomyosin	Tropomyosin	not_in_edm
PF00262.17	Calreticulin	Calreticulin family	not_in_edm
PF00263.20	Secretin	Bacterial type II and III secretion system protein	not_in_edm
PF00264.19	Tyrosinase	Common central domain of tyrosinase	included
PF00265.17	TK	Thymidine kinase	included
PF00266.18	Aminotran_5	Aminotransferase class-V	included
PF00267.20	Porin_1	Gram-negative porin	not_in_edm
PF00268.20	Ribonuc_red_sm	Ribonucleotide reductase, small chain	included
PF00269.19	SASP	Small, acid-soluble spore proteins, alpha/beta type	not_in_edm
PF00270.28	DEAD	DEAD/DEAH box helicase	auto_discard
PF00271.30	Helicase_C	Helicase conserved C-terminal domain	auto_discard
PF00272.18	Cecropin	Cecropin family	not_in_edm
PF00273.19	Serum_albumin	Serum albumin family	not_in_edm
PF00274.18	Glycolytic	Fructose-bisphosphate aldolase class-I	included
PF00275.19	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	included
PF00276.19	Ribosomal_L23	Ribosomal protein L23	not_in_edm
PF00277.17	SAA	Serum amyloid A protein	not_in_edm
PF00278.21	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	included
PF00280.17	potato_inhibit	Potato inhibitor I family	not_in_edm
PF00281.18	Ribosomal_L5	Ribosomal protein L5	not_in_edm
PF00282.18	Pyridoxal_deC	Pyridoxal-dependent decarboxylase conserved domain	included
PF00283.18	Cytochrom_B559	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits	not_in_edm
PF00284.19	Cytochrom_B559a	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit	not_in_edm
PF00285.20	Citrate_synt	Citrate synthase, C-terminal domain	included
PF00286.19	Flexi_CP	Viral coat protein	not_in_edm
PF00287.17	Na_K-ATPase	Sodium / potassium ATPase beta chain	not_in_edm
PF00288.25	GHMP_kinases_N	GHMP kinases N terminal domain	included
PF00289.21	Biotin_carb_N	Biotin carboxylase, N-terminal domain	included
PF00290.19	Trp_syntA	Tryptophan synthase alpha chain	included
PF00291.24	PALP	Pyridoxal-phosphate dependent enzyme	included
PF00292.17	PAX	'Paired box' domain	not_in_edm
PF00293.27	NUDIX	NUDIX domain	included
PF00294.23	PfkB	pfkB family carbohydrate kinase	included
PF00295.16	Glyco_hydro_28	Glycosyl hydrolases family 28	included
PF00296.19	Bac_luciferase	Luciferase-like monooxygenase	included
PF00297.21	Ribosomal_L3	Ribosomal protein L3	not_in_edm
PF00298.18	Ribosomal_L11	Ribosomal protein L11, RNA binding domain	not_in_edm
PF00299.17	Squash	Squash family serine protease inhibitor	not_in_edm
PF00300.21	His_Phos_1	Histidine phosphatase superfamily (branch 1)	included
PF00301.19	Rubredoxin	Rubredoxin	included
PF00302.17	CAT	Chloramphenicol acetyltransferase	included
PF00303.18	Thymidylat_synt	Thymidylate synthase	included
PF00304.19	Gamma-thionin	Gamma-thionin family	not_in_edm
PF00305.18	Lipoxygenase	Lipoxygenase	included
PF00306.26	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain	auto_discard
PF00307.30	CH	Calponin homology (CH) domain	not_in_edm
PF00308.17	Bac_DnaA	Bacterial dnaA protein	not_in_edm
PF00309.19	Sigma54_AID	Sigma-54 factor, Activator interacting domain (AID)	not_in_edm
PF00310.20	GATase_2	Glutamine amidotransferases class-II	included
PF00311.16	PEPcase	Phosphoenolpyruvate carboxylase	included
PF00312.21	Ribosomal_S15	Ribosomal protein S15	not_in_edm
PF00313.21	CSD	'Cold-shock' DNA-binding domain	not_in_edm
PF00314.16	Thaumatin	Thaumatin family	included
PF00316.19	FBPase	Fructose-1-6-bisphosphatase, N-terminal domain	included
PF00317.20	Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain	included
PF00318.19	Ribosomal_S2	Ribosomal protein S2	not_in_edm
PF00319.17	SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)	not_in_edm
PF00320.26	GATA	GATA zinc finger	not_in_edm
PF00321.16	Thionin	Plant thionin	not_in_edm
PF00322.16	Endothelin	Endothelin family	not_in_edm
PF00323.18	Defensin_1	Mammalian defensin	not_in_edm
PF00324.20	AA_permease	Amino acid permease	not_in_edm
PF00325.19	Crp	Bacterial regulatory proteins, crp family	not_in_edm
PF00326.20	Peptidase_S9	Prolyl oligopeptidase family	included
PF00327.19	Ribosomal_L30	Ribosomal protein L30p/L7e	not_in_edm
PF00328.21	His_Phos_2	Histidine phosphatase superfamily (branch 2)	included
PF00329.18	Complex1_30kDa	Respiratory-chain NADH dehydrogenase, 30 Kd subunit	included
PF00330.19	Aconitase	Aconitase family (aconitate hydratase)	included
PF00331.19	Glyco_hydro_10	Glycosyl hydrolase family 10	included
PF00332.17	Glyco_hydro_17	Glycosyl hydrolases family 17	included
PF00333.19	Ribosomal_S5	Ribosomal protein S5, N-terminal domain	not_in_edm
PF00334.18	NDK	Nucleoside diphosphate kinase	included
PF00335.19	Tetraspannin	Tetraspanin family	not_in_edm
PF00336.17	DNA_pol_viral_C	DNA polymerase (viral) C-terminal domain	not_in_bgc
PF00337.21	Gal-bind_lectin	Galactoside-binding lectin	not_in_edm
PF00338.21	Ribosomal_S10	Ribosomal protein S10p/S20e	not_in_edm
PF00339.28	Arrestin_N	Arrestin (or S-antigen), N-terminal domain	not_in_edm
PF00340.18	IL1	Interleukin-1 / 18	not_in_edm
PF00341.16	PDGF	PDGF/VEGF domain	not_in_edm
PF00342.18	PGI	Phosphoglucose isomerase	included
PF00343.19	Phosphorylase	Carbohydrate phosphorylase	included
PF00344.19	SecY	SecY translocase	not_in_edm
PF00345.19	PapD_N	Pili and flagellar-assembly chaperone, PapD N-terminal domain	not_in_edm
PF00346.18	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	included
PF00347.22	Ribosomal_L6	Ribosomal protein L6	not_in_edm
PF00348.16	polyprenyl_synt	Polyprenyl synthetase	included
PF00349.20	Hexokinase_1	Hexokinase	included
PF00350.22	Dynamin_N	Dynamin family	included
PF00351.20	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase	included
PF00352.20	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)	not_in_edm
PF00353.18	HemolysinCabind	Haemolysin-type calcium-binding repeat (2 copies)	not_in_edm
PF00354.16	Pentaxin	Pentaxin family	not_in_edm
PF00355.25	Rieske	Rieske [2Fe-2S] domain	included
PF00356.20	LacI	Bacterial regulatory proteins, lacI family	auto_discard
PF00357.19	Integrin_alpha	Integrin alpha cytoplasmic region	not_in_edm
PF00358.19	PTS_EIIA_1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	auto_discard
PF00359.21	PTS_EIIA_2	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	auto_discard
PF00360.19	PHY	Phytochrome region	manual_discard
PF00361.19	Proton_antipo_M	Proton-conducting membrane transporter	not_in_bgc
PF00362.17	Integrin_beta	Integrin beta chain VWA domain	not_in_edm
PF00363.17	Casein	Casein	not_in_edm
PF00364.21	Biotin_lipoyl	Biotin-requiring enzyme	included
PF00365.19	PFK	Phosphofructokinase	included
PF00366.19	Ribosomal_S17	Ribosomal protein S17	not_in_edm
PF00367.19	PTS_EIIB	phosphotransferase system, EIIB	auto_discard
PF00368.17	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase	included
PF00370.20	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain	included
PF00372.18	Hemocyanin_M	Hemocyanin, copper containing domain	not_in_bgc
PF00373.17	FERM_M	FERM central domain	included
PF00374.18	NiFeSe_Hases	Nickel-dependent hydrogenase	included
PF00375.17	SDF	Sodium:dicarboxylate symporter family	not_in_edm
PF00376.22	MerR	MerR family regulatory protein	auto_discard
PF00377.17	Prion	Prion/Doppel alpha-helical domain	not_in_edm
PF00378.19	ECH_1	Enoyl-CoA hydratase/isomerase	included
PF00379.22	Chitin_bind_4	Insect cuticle protein	not_in_edm
PF00380.18	Ribosomal_S9	Ribosomal protein S9/S16	not_in_edm
PF00381.18	PTS-HPr	PTS HPr component phosphorylation site	auto_discard
PF00382.18	TFIIB	Transcription factor TFIIB repeat	not_in_edm
PF00383.22	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region	included
PF00384.21	Molybdopterin	Molybdopterin oxidoreductase	included
PF00385.23	Chromo	Chromo (CHRromatin Organisation MOdifier) domain	manual_discard
PF00386.20	C1q	C1q domain	included
PF00387.18	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain	included
PF00388.18	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain	included
PF00389.29	2-Hacid_dh	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	included
PF00390.18	malic	Malic enzyme, N-terminal domain	included
PF00391.22	PEP-utilizers	PEP-utilising enzyme, mobile domain	included
PF00392.20	GntR	Bacterial regulatory proteins, gntR family	not_in_edm
PF00393.18	6PGD	6-phosphogluconate dehydrogenase, C-terminal domain	included
PF00394.21	Cu-oxidase	Multicopper oxidase	included
PF00395.19	SLH	S-layer homology domain	manual_discard
PF00396.17	Granulin	Granulin	not_in_edm
PF00397.25	WW	WW domain	included
PF00398.19	RrnaAD	Ribosomal RNA adenine dimethylase	auto_discard
PF00399.18	PIR	Yeast PIR protein repeat	not_in_edm
PF00400.31	WD40	WD domain, G-beta repeat	not_in_edm
PF00401.19	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain	not_in_edm
PF00402.17	Calponin	Calponin family repeat	not_in_edm
PF00403.25	HMA	Heavy-metal-associated domain	included
PF00404.17	Dockerin_1	Dockerin type I repeat	included
PF00405.16	Transferrin	Transferrin	not_in_edm
PF00406.21	ADK	Adenylate kinase	included
PF00407.18	Bet_v_1	Pathogenesis-related protein Bet v I family	included
PF00408.19	PGM_PMM_IV	Phosphoglucomutase/phosphomannomutase, C-terminal domain	included
PF00410.18	Ribosomal_S8	Ribosomal protein S8	not_in_edm
PF00411.18	Ribosomal_S11	Ribosomal protein S11	not_in_edm
PF00412.21	LIM	LIM domain	manual_discard
PF00413.23	Peptidase_M10	Matrixin	included
PF00414.16	MAP1B_neuraxin	Neuraxin and MAP1B repeat	not_in_edm
PF00415.17	RCC1	Regulator of chromosome condensation (RCC1) repeat	not_in_edm
PF00416.21	Ribosomal_S13	Ribosomal protein S13/S18	not_in_edm
PF00418.18	Tubulin-binding	Tau and MAP protein, tubulin-binding repeat	not_in_edm
PF00419.19	Fimbrial	Fimbrial protein	not_in_edm
PF00420.23	Oxidored_q2	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	included
